"","Elevation","Date","Group","Upper","Lower","Acres","Acre.Feet"
"499",-227.3,1999-04-01,"History",NA,NA,NA,NA
"500",-227.2,1999-05-01,"History",NA,NA,NA,NA
"501",-227.2,1999-06-01,"History",NA,NA,NA,NA
"502",-227.3,1999-07-01,"History",NA,NA,NA,NA
"503",-227.5,1999-08-01,"History",NA,NA,NA,NA
"504",-227.8,1999-09-01,"History",NA,NA,NA,NA
"505",-227.9,1999-10-01,"History",NA,NA,NA,NA
"506",-228,1999-11-01,"History",NA,NA,231998.396024941,7381447.73145579
"507",-228.1,1999-12-01,"History",NA,NA,NA,NA
"508",-228.1,2000-01-01,"History",NA,NA,NA,NA
"509",-227.8,2000-02-01,"History",NA,NA,NA,NA
"510",-227.6,2000-03-01,"History",NA,NA,NA,NA
"511",-227.4,2000-04-01,"History",NA,NA,NA,NA
"512",-227.3,2000-05-01,"History",NA,NA,NA,NA
"513",-227.3,2000-06-01,"History",NA,NA,NA,NA
"514",-227.5,2000-07-01,"History",NA,NA,NA,NA
"515",-227.7,2000-08-01,"History",NA,NA,NA,NA
"516",-227.9,2000-09-01,"History",NA,NA,NA,NA
"517",-228.2,2000-10-01,"History",NA,NA,NA,NA
"518",-228.4,2000-11-01,"History",NA,NA,NA,NA
"519",-228.4,2000-12-01,"History",NA,NA,NA,NA
"520",-228.2,2001-01-01,"History",NA,NA,NA,NA
"521",-228,2001-02-01,"History",NA,NA,231998.396024941,7381447.73145579
"522",-227.8,2001-03-01,"History",NA,NA,NA,NA
"523",-227.5,2001-04-01,"History",NA,NA,NA,NA
"524",-227.4,2001-05-01,"History",NA,NA,NA,NA
"525",-227.4,2001-06-01,"History",NA,NA,NA,NA
"526",-227.6,2001-07-01,"History",NA,NA,NA,NA
"527",-227.8,2001-08-01,"History",NA,NA,NA,NA
"528",-228.1,2001-09-01,"History",NA,NA,NA,NA
"529",-228.2,2001-10-01,"History",NA,NA,NA,NA
"530",-228.4,2001-11-01,"History",NA,NA,NA,NA
"531",-228.4,2001-12-01,"History",NA,NA,NA,NA
"532",-228.4,2002-01-01,"History",NA,NA,NA,NA
"533",-228.2,2002-02-01,"History",NA,NA,NA,NA
"534",-228,2002-03-01,"History",NA,NA,231998.396024941,7381447.73145579
"535",-227.8,2002-04-01,"History",NA,NA,NA,NA
"536",-227.8,2002-05-01,"History",NA,NA,NA,NA
"537",-227.8,2002-06-01,"History",NA,NA,NA,NA
"538",-227.9,2002-07-01,"History",NA,NA,NA,NA
"539",-228.1,2002-08-01,"History",NA,NA,NA,NA
"540",-228.4,2002-09-01,"History",NA,NA,NA,NA
"541",-228.6,2002-10-01,"History",NA,NA,NA,NA
"542",-228.8,2002-11-01,"History",NA,NA,NA,NA
"543",-228.7,2002-12-01,"History",NA,NA,NA,NA
"544",-228.6,2003-01-01,"History",NA,NA,NA,NA
"545",-228.4,2003-02-01,"History",NA,NA,NA,NA
"546",-228.2,2003-03-01,"History",NA,NA,NA,NA
"547",-228,2003-04-01,"History",NA,NA,231998.396024941,7381447.73145579
"548",-228.1,2003-05-01,"History",NA,NA,NA,NA
"549",-228,2003-06-01,"History",NA,NA,231998.396024941,7381447.73145579
"550",-228.3,2003-07-01,"History",NA,NA,NA,NA
"551",-228.4,2003-08-01,"History",NA,NA,NA,NA
"552",-228.5,2003-09-01,"History",NA,NA,NA,NA
"553",-228.7,2003-10-01,"History",NA,NA,NA,NA
"554",-228.9,2003-11-01,"History",NA,NA,NA,NA
"555",-229,2003-12-01,"History",NA,NA,229889.473390912,7150503.79674786
"556",-228.9,2004-01-01,"History",NA,NA,NA,NA
"557",-228.7,2004-02-01,"History",NA,NA,NA,NA
"558",-228.5,2004-03-01,"History",NA,NA,NA,NA
"559",-228.2,2004-04-01,"History",NA,NA,NA,NA
"560",-228.1,2004-05-01,"History",NA,NA,NA,NA
"561",-228.3,2004-06-01,"History",NA,NA,NA,NA
"562",-228.4,2004-07-01,"History",NA,NA,NA,NA
"563",-228.6,2004-08-01,"History",NA,NA,NA,NA
"564",-229,2004-09-01,"History",NA,NA,229889.473390912,7150503.79674786
"565",-229.3,2004-10-01,"History",NA,NA,NA,NA
"566",-229.4,2004-11-01,"History",NA,NA,NA,NA
"567",-229.4,2004-12-01,"History",NA,NA,NA,NA
"568",-229.1,2005-01-01,"History",NA,NA,NA,NA
"569",-228.7,2005-02-01,"History",NA,NA,NA,NA
"570",-228.2,2005-03-01,"History",NA,NA,NA,NA
"571",-228.1,2005-04-01,"History",NA,NA,NA,NA
"572",-228,2005-05-01,"History",NA,NA,231998.396024941,7381447.73145579
"573",-228,2005-06-01,"History",NA,NA,231998.396024941,7381447.73145579
"574",-228.3,2005-07-01,"History",NA,NA,NA,NA
"575",-228.4,2005-08-01,"History",NA,NA,NA,NA
"576",-228.6,2005-09-01,"History",NA,NA,NA,NA
"577",-229,2005-10-01,"History",NA,NA,229889.473390912,7150503.79674786
"578",-229.1,2005-11-01,"History",NA,NA,NA,NA
"579",-229,2005-12-01,"History",NA,NA,229889.473390912,7150503.79674786
"580",-228.9,2006-01-01,"History",NA,NA,NA,NA
"581",-228.8,2006-02-01,"History",NA,NA,NA,NA
"582",-228.6,2006-03-01,"History",NA,NA,NA,NA
"583",-228.4,2006-04-01,"History",NA,NA,NA,NA
"584",-228.4,2006-05-01,"History",NA,NA,NA,NA
"585",-228.4,2006-06-01,"History",NA,NA,NA,NA
"586",-228.5,2006-07-01,"History",NA,NA,NA,NA
"587",-228.8,2006-08-01,"History",NA,NA,NA,NA
"588",-229.1,2006-09-01,"History",NA,NA,NA,NA
"589",-229.4,2006-10-01,"History",NA,NA,NA,NA
"590",-229.7,2006-11-01,"History",NA,NA,NA,NA
"591",-229.7,2006-12-01,"History",NA,NA,NA,NA
"592",-229.6,2007-01-01,"History",NA,NA,NA,NA
"593",-229.5,2007-02-01,"History",NA,NA,NA,NA
"594",-229.3,2007-03-01,"History",NA,NA,NA,NA
"595",-229,2007-04-01,"History",NA,NA,229889.473390912,7150503.79674786
"596",-228.9,2007-05-01,"History",NA,NA,NA,NA
"597",-228.8,2007-06-01,"History",NA,NA,NA,NA
"598",-229.1,2007-07-01,"History",NA,NA,NA,NA
"599",-229.2,2007-08-01,"History",NA,NA,NA,NA
"600",-229.4,2007-09-01,"History",NA,NA,NA,NA
"601",-229.9,2007-10-01,"History",NA,NA,NA,NA
"602",-230.1,2007-11-01,"History",NA,NA,NA,NA
"603",-230,2007-12-01,"History",NA,NA,227816.191930957,6921650.97856678
"604",-230.1,2008-01-01,"History",NA,NA,NA,NA
"605",-229.8,2008-02-01,"History",NA,NA,NA,NA
"606",-229.6,2008-03-01,"History",NA,NA,NA,NA
"607",-229.4,2008-04-01,"History",NA,NA,NA,NA
"608",-229.4,2008-05-01,"History",NA,NA,NA,NA
"609",-229.6,2008-06-01,"History",NA,NA,NA,NA
"610",-229.7,2008-07-01,"History",NA,NA,NA,NA
"611",-229.9,2008-08-01,"History",NA,NA,NA,NA
"612",-230.2,2008-09-01,"History",NA,NA,NA,NA
"613",-230.4,2008-10-01,"History",NA,NA,NA,NA
"614",-230.7,2008-11-01,"History",NA,NA,NA,NA
"615",-230.7,2008-12-01,"History",NA,NA,NA,NA
"616",-230.6,2009-01-01,"History",NA,NA,NA,NA
"617",-230.4,2009-02-01,"History",NA,NA,NA,NA
"618",-230.2,2009-03-01,"History",NA,NA,NA,NA
"619",-230.1,2009-04-01,"History",NA,NA,NA,NA
"620",-230.1,2009-05-01,"History",NA,NA,NA,NA
"621",-230.1,2009-06-01,"History",NA,NA,NA,NA
"622",-230.4,2009-07-01,"History",NA,NA,NA,NA
"623",-230.7,2009-08-01,"History",NA,NA,NA,NA
"624",-231.1,2009-09-01,"History",NA,NA,NA,NA
"625",-231.4,2009-10-01,"History",NA,NA,NA,NA
"626",-231.7,2009-11-01,"History",NA,NA,NA,NA
"627",-231.7,2009-12-01,"History",NA,NA,NA,NA
"628",-231.6,2010-01-01,"History",NA,NA,NA,NA
"629",-231,2010-02-01,"History",NA,NA,225763.650268804,6694522.14599952
"630",-230.8,2010-03-01,"History",NA,NA,NA,NA
"631",-230.7,2010-04-01,"History",NA,NA,NA,NA
"632",-230.7,2010-05-01,"History",NA,NA,NA,NA
"633",-230.9,2010-06-01,"History",NA,NA,NA,NA
"634",-231.1,2010-07-01,"History",NA,NA,NA,NA
"635",-231.3,2010-08-01,"History",NA,NA,NA,NA
"636",-231.7,2010-09-01,"History",NA,NA,NA,NA
"637",-231.9,2010-10-01,"History",NA,NA,NA,NA
"638",-231.9,2010-11-01,"History",NA,NA,NA,NA
"639",-231.9,2010-12-01,"History",NA,NA,NA,NA
"640",-231.6,2011-01-01,"History",NA,NA,NA,NA
"641",-231.4,2011-02-01,"History",NA,NA,NA,NA
"642",-231.2,2011-03-01,"History",NA,NA,NA,NA
"643",-231.1,2011-04-01,"History",NA,NA,NA,NA
"644",-231,2011-05-01,"History",NA,NA,225763.650268804,6694522.14599952
"645",-231.2,2011-06-01,"History",NA,NA,NA,NA
"646",-231.4,2011-07-01,"History",NA,NA,NA,NA
"647",-231.7,2011-08-01,"History",NA,NA,NA,NA
"648",-231.9,2011-09-01,"History",NA,NA,NA,NA
"649",-232,2011-10-01,"History",NA,NA,223745.742175473,6469767.46908118
"650",-232.3,2011-11-01,"History",NA,NA,NA,NA
"651",-232.3,2011-12-01,"History",NA,NA,NA,NA
"652",-232.1,2012-01-01,"History",NA,NA,NA,NA
"653",-231.9,2012-02-01,"History",NA,NA,NA,NA
"654",-231.8,2012-03-01,"History",NA,NA,NA,NA
"655",-231.6,2012-04-01,"History",NA,NA,NA,NA
"656",-231.3,2012-05-01,"History",NA,NA,NA,NA
"657",-231.4,2012-06-01,"History",NA,NA,NA,NA
"658",-231.7,2012-07-01,"History",NA,NA,NA,NA
"659",-231.8,2012-08-01,"History",NA,NA,NA,NA
"660",-232.1,2012-09-01,"History",NA,NA,NA,NA
"661",-232.2,2012-10-01,"History",NA,NA,NA,NA
"662",-232.4,2012-11-01,"History",NA,NA,NA,NA
"663",-232.3,2012-12-01,"History",NA,NA,NA,NA
"664",-232.2,2013-01-01,"History",NA,NA,NA,NA
"665",-232,2013-02-01,"History",NA,NA,223745.742175473,6469767.46908118
"666",-231.9,2013-03-01,"History",NA,NA,NA,NA
"667",-231.6,2013-04-01,"History",NA,NA,NA,NA
"668",-231.8,2013-05-01,"History",NA,NA,NA,NA
"669",-231.8,2013-06-01,"History",NA,NA,NA,NA
"670",-232,2013-07-01,"History",NA,NA,223745.742175473,6469767.46908118
"671",-232.4,2013-08-01,"History",NA,NA,NA,NA
"672",-231.9,2013-09-01,"History",NA,NA,NA,NA
"673",-232.6,2013-10-01,"History",NA,NA,NA,NA
"674",-233,2013-11-01,"History",NA,NA,221758.639145048,6247012.43215739
"675",-232.9,2013-12-01,"History",NA,NA,NA,NA
"676",-232.8,2014-01-01,"History",NA,NA,NA,NA
"677",-232.6,2014-02-01,"History",NA,NA,NA,NA
"678",-232.4,2014-03-01,"History",NA,NA,NA,NA
"679",-232.3,2014-04-01,"History",NA,NA,NA,NA
"680",-232.3,2014-05-01,"History",NA,NA,NA,NA
"681",-232.5,2014-06-01,"History",NA,NA,NA,NA
"682",-232.9,2014-07-01,"History",NA,NA,NA,NA
"683",-233.2,2014-08-01,"History",NA,NA,NA,NA
"684",-233.5,2014-09-01,"History",NA,NA,NA,NA
"685",-233.9,2014-10-01,"History",NA,NA,NA,NA
"686",-234,2014-11-01,"History",NA,NA,219654.998678981,6026519.33071815
"687",-234.1,2014-12-01,"History",NA,NA,NA,NA
"688",-234,2015-01-01,"History",NA,NA,219654.998678981,6026519.33071815
"689",-233.8,2015-02-01,"History",NA,NA,NA,NA
"690",-233.6,2015-03-01,"History",NA,NA,NA,NA
"691",-233.5,2015-04-01,"History",NA,NA,NA,NA
"692",-233.6,2015-05-01,"History",NA,NA,NA,NA
"693",-233.8,2015-06-01,"History",NA,NA,NA,NA
"694",-233.8,2015-07-01,"History",NA,NA,NA,NA
"695",-233.9,2015-08-01,"History",NA,NA,NA,NA
"696",-234.5,2015-09-01,"History",NA,NA,NA,NA
"697",-234.7,2015-10-01,"History",NA,NA,NA,NA
"698",-234.8,2015-11-01,"History",NA,NA,NA,NA
"699",-234.9,2015-12-01,"History",NA,NA,NA,NA
"700",-234.9,2016-01-01,"History",NA,NA,NA,NA
"701",-234.3,2016-02-01,"History",NA,NA,NA,NA
"702",-234,2016-03-01,"History",NA,NA,219654.998678981,6026519.33071815
"703",-234,2016-04-01,"History",NA,NA,219654.998678981,6026519.33071815
"704",-234,2016-05-01,"History",NA,NA,219654.998678981,6026519.33071815
"705",-234.2,2016-06-01,"History",NA,NA,NA,NA
"706",-234.4,2016-07-01,"History",NA,NA,NA,NA
"707",-234.9,2016-08-01,"History",NA,NA,NA,NA
"708",-235.3,2016-09-01,"History",NA,NA,NA,NA
"709",-235.8,2016-10-01,"History",NA,NA,NA,NA
"710",-235.7,2016-11-01,"History",NA,NA,NA,NA
"711",-235.7,2016-12-01,"History",NA,NA,NA,NA
"712",-235.5,2017-01-01,"History",NA,NA,NA,NA
"713",-235.2,2017-02-01,"History",NA,NA,NA,NA
"714",-234.8,2017-03-01,"History",NA,NA,NA,NA
"715",-234.9,2017-04-01,"History",NA,NA,NA,NA
"716",-234.9,2017-05-01,"History",NA,NA,NA,NA
"717",-235,2017-06-01,"History",NA,NA,217187.654275976,5808180.32436819
"718",-235.2,2017-07-01,"History",NA,NA,NA,NA
"719",-235.4,2017-08-01,"History",NA,NA,NA,NA
"720",-235.8,2017-09-01,"History",NA,NA,NA,NA
"721",-236.3,2017-10-01,"History",NA,NA,NA,NA
"722",-236.3,2017-11-01,"History",NA,NA,NA,NA
"723",-236.2,2017-12-01,"History",NA,NA,NA,NA
"724",-236.1,2018-01-01,"History",NA,NA,NA,NA
"725",-235.9,2018-02-01,"History",NA,NA,NA,NA
"726",-235.9,2018-03-01,"History",NA,NA,NA,NA
"727",-235.8,2018-04-01,"History",NA,NA,NA,NA
"728",-235.8,2018-05-01,"History",NA,NA,NA,NA
"729",-235.9,2018-06-01,"History",NA,NA,NA,NA
"730",-236.2,2018-07-01,"History",NA,NA,NA,NA
"731",-236.3,2018-08-01,"History",NA,NA,NA,NA
"732",-236.8,2018-09-01,"History",NA,NA,NA,NA
"733",-237.1,2018-10-01,"History",NA,NA,NA,NA
"734",-237.2,2018-11-01,"History",NA,NA,NA,NA
"735",-237.3,2018-12-01,"History",NA,NA,NA,NA
"736",-237.1,2019-01-01,"History",NA,NA,NA,NA
"737",-236.9,2019-02-01,"History",NA,NA,NA,NA
"738",-236.8,2019-03-01,"History",NA,NA,NA,NA
"739",-236.6,2019-04-01,"History",NA,NA,NA,NA
"740",-236.6,2019-05-01,"History",NA,NA,NA,NA
"741",-236.8,2019-06-01,"History",NA,NA,NA,NA
"742",-236.9,2019-07-01,"History",NA,NA,NA,NA
"743",-237,2019-08-01,"History",NA,NA,211805.28838613,5379015.04611819
"744",-237.6,2019-09-01,"History",NA,NA,NA,NA
"745",-237.7,2019-10-01,"History",NA,NA,NA,NA
"746",-237.9,2019-11-01,"History",NA,NA,NA,NA
"747",-238,2019-12-01,"History",NA,NA,208500.202516186,5169858.21111682
"748",-237.7,2020-01-01,"History",NA,NA,NA,NA
"749",-237.5,2020-02-01,"History",NA,NA,NA,NA
"750",-237.5,2020-03-01,"History",NA,NA,NA,NA
"751",-237.2,2020-04-01,"History",NA,NA,NA,NA
"752",-237,2020-05-01,"History",NA,NA,211805.28838613,5379015.04611819
"753",-237.2,2020-06-01,"History",NA,NA,NA,NA
"754",-237.4,2020-07-01,"History",NA,NA,NA,NA
"755",-237.8,2020-08-01,"History",NA,NA,NA,NA
"756",-238.1,2020-09-01,"History",NA,NA,NA,NA
"757",-238.4,2020-10-01,"History",NA,NA,NA,NA
"758",-238.6,2020-11-01,"History",NA,NA,NA,NA
"759",-238.6,2020-12-01,"History",NA,NA,NA,NA
"760",-238.5,2021-01-01,"History",NA,NA,NA,NA
"761",-238.3,2021-02-01,"History",NA,NA,NA,NA
"762",-238.2,2021-03-01,"History",NA,NA,NA,NA
"763",-238.1,2021-04-01,"History",NA,NA,NA,NA
"764",-238.1,2021-05-01,"History",NA,NA,NA,NA
"765",-238.1,2021-06-01,"History",NA,NA,NA,NA
"766",-238.3,2021-07-01,"History",NA,NA,NA,NA
"767",-238.5,2021-08-01,"History",NA,NA,NA,NA
"768",-238.9,2021-09-01,"History",NA,NA,NA,NA
"769",-239.2,2021-10-01,"History",NA,NA,NA,NA
"770",-239.3,2021-11-01,"History",NA,NA,NA,NA
"771",-239.2,2021-12-01,"History",NA,NA,NA,NA
"772",-239.2,2022-01-01,"History",NA,NA,NA,NA
"773",-239,2022-02-01,"History",NA,NA,205437.302114566,4963030.57263998
"774",-238.9,2022-03-01,"History",NA,NA,NA,NA
"775",-238.7,2022-04-01,"History",NA,NA,NA,NA
"776",-238.7,2022-05-01,"History",NA,NA,NA,NA
"777",-238.8,2022-06-01,"History",NA,NA,NA,NA
"778",-239,2022-07-01,"History",NA,NA,205437.302114566,4963030.57263998
"779",-239.3,2022-08-01,"History",NA,NA,NA,NA
"780",-239.7,2022-09-01,"History",NA,NA,NA,NA
"781",-239.9,2022-10-01,"History",NA,NA,NA,NA
"782",-240.1,2022-11-01,"History",NA,NA,NA,NA
"783",-240.2,2022-12-01,"History",NA,NA,NA,NA
"784",-240,2023-01-01,"History",NA,NA,202379.927883795,4759341.99701471
"785",-239.9,2023-02-01,"History",NA,NA,NA,NA
"786",-239.9,2023-03-01,"History",NA,NA,NA,NA
"787",-239.7,2023-04-01,"History",NA,NA,NA,NA
"788",-239.7,2023-05-01,"History",NA,NA,NA,NA
"789",-239.7,2023-06-01,"History",NA,NA,NA,NA
"790",-240,2023-07-01,"History",NA,NA,202379.927883795,4759341.99701471
"791",-240.3,2023-08-01,"History",NA,NA,NA,NA
"792",-240.6,2023-09-01,"History",NA,NA,NA,NA
"793",-240.8,2023-10-01,"History",NA,NA,NA,NA
"794",-241,2023-11-01,"History",NA,NA,199018.318869226,4557973.12119287
"795",-241,2023-12-01,"History",NA,NA,199018.318869226,4557973.12119287
"796",-240.7,2024-01-01,"History",NA,NA,NA,NA
"797",-240.5,2024-02-01,"History",NA,NA,NA,NA
"798",-240.4,2024-03-01,"History",NA,NA,NA,NA
"799",-240.3,2024-04-01,"History",NA,NA,NA,NA
"800",-240.3,2024-05-01,"History",NA,NA,NA,NA
"801",-240.4,2024-06-01,"History",NA,NA,NA,NA
"802",-240.7,2024-07-01,"History",NA,NA,NA,NA
"803",-241.1,2024-08-01,"History",NA,NA,NA,NA
"804",-241.6,2024-09-01,"History",NA,NA,NA,NA
